Date,Close
03/10/2003,1880.569946
06/10/2003,1893.459961
07/10/2003,1907.849976
08/10/2003,1893.780029
09/10/2003,1911.900024
10/10/2003,1915.310059
13/10/2003,1933.530029
14/10/2003,1943.189941
15/10/2003,1939.099976
16/10/2003,1950.140015
17/10/2003,1912.359985
20/10/2003,1925.140015
21/10/2003,1940.900024
22/10/2003,1898.069946
23/10/2003,1885.51001
24/10/2003,1865.589966
27/10/2003,1882.910034
28/10/2003,1932.26001
29/10/2003,1936.560059
30/10/2003,1932.689941
31/10/2003,1932.209961
03/11/2003,1967.699951
04/11/2003,1957.969971
05/11/2003,1959.369995
06/11/2003,1976.369995
07/11/2003,1970.73999
10/11/2003,1941.640015
11/11/2003,1930.75
12/11/2003,1973.109985
13/11/2003,1967.349976
14/11/2003,1930.26001
17/11/2003,1909.609985
18/11/2003,1881.75
19/11/2003,1899.650024
20/11/2003,1881.920044
21/11/2003,1893.880005
24/11/2003,1947.140015
25/11/2003,1943.040039
26/11/2003,1953.310059
28/11/2003,1960.26001
01/12/2003,1989.819946
02/12/2003,1980.069946
03/12/2003,1960.25
04/12/2003,1968.800049
05/12/2003,1937.819946
08/12/2003,1948.849976
09/12/2003,1908.319946
10/12/2003,1904.650024
11/12/2003,1942.319946
12/12/2003,1949
15/12/2003,1918.26001
16/12/2003,1924.290039
17/12/2003,1921.329956
18/12/2003,1956.180054
19/12/2003,1951.02002
22/12/2003,1955.800049
23/12/2003,1974.780029
24/12/2003,1969.22998
26/12/2003,1973.140015
29/12/2003,2006.47998
30/12/2003,2009.880005
31/12/2003,2003.369995
02/01/2004,2006.680054
05/01/2004,2047.359985
06/01/2004,2057.370117
07/01/2004,2077.679932
08/01/2004,2100.25
09/01/2004,2086.919922
12/01/2004,2111.780029
13/01/2004,2096.439941
14/01/2004,2111.129883
15/01/2004,2109.080078
16/01/2004,2140.459961
20/01/2004,2147.97998
21/01/2004,2142.449951
22/01/2004,2119.01001
23/01/2004,2123.870117
26/01/2004,2153.830078
27/01/2004,2116.040039
28/01/2004,2077.370117
29/01/2004,2068.22998
30/01/2004,2066.149902
02/02/2004,2063.149902
03/02/2004,2066.209961
04/02/2004,2014.140015
05/02/2004,2019.560059
06/02/2004,2064.01001
09/02/2004,2060.570068
10/02/2004,2075.330078
11/02/2004,2089.659912
12/02/2004,2073.610107
13/02/2004,2053.560059
17/02/2004,2080.350098
18/02/2004,2076.469971
19/02/2004,2045.959961
20/02/2004,2037.930054
23/02/2004,2007.52002
24/02/2004,2005.439941
25/02/2004,2022.97998
26/02/2004,2032.569946
27/02/2004,2029.819946
01/03/2004,2057.800049
02/03/2004,2039.650024
03/03/2004,2033.359985
04/03/2004,2055.110107
05/03/2004,2047.630005
08/03/2004,2008.780029
09/03/2004,1995.160034
10/03/2004,1964.150024
11/03/2004,1943.890015
12/03/2004,1984.72998
15/03/2004,1939.199951
16/03/2004,1943.089966
17/03/2004,1976.76001
18/03/2004,1962.439941
19/03/2004,1940.469971
22/03/2004,1909.900024
23/03/2004,1901.800049
24/03/2004,1909.47998
25/03/2004,1967.170044
26/03/2004,1960.02002
29/03/2004,1992.569946
30/03/2004,2000.630005
31/03/2004,1994.219971
01/04/2004,2015.01001
02/04/2004,2057.169922
05/04/2004,2079.120117
06/04/2004,2059.899902
07/04/2004,2050.23999
08/04/2004,2052.879883
12/04/2004,2065.47998
13/04/2004,2030.079956
14/04/2004,2024.849976
15/04/2004,2002.170044
16/04/2004,1995.73999
19/04/2004,2020.430054
20/04/2004,1978.630005
21/04/2004,1995.630005
22/04/2004,2032.910034
23/04/2004,2049.77002
26/04/2004,2036.77002
27/04/2004,2032.530029
28/04/2004,1989.540039
29/04/2004,1958.780029
30/04/2004,1920.150024
03/05/2004,1938.719971
04/05/2004,1950.47998
05/05/2004,1957.26001
06/05/2004,1937.73999
07/05/2004,1917.959961
10/05/2004,1896.069946
11/05/2004,1931.349976
12/05/2004,1925.589966
13/05/2004,1926.030029
14/05/2004,1904.25
17/05/2004,1876.640015
18/05/2004,1897.819946
19/05/2004,1898.170044
20/05/2004,1896.589966
21/05/2004,1912.089966
24/05/2004,1922.97998
25/05/2004,1964.650024
26/05/2004,1976.150024
27/05/2004,1984.5
28/05/2004,1986.73999
01/06/2004,1990.77002
02/06/2004,1988.97998
03/06/2004,1960.26001
04/06/2004,1978.619995
07/06/2004,2020.619995
08/06/2004,2023.530029
09/06/2004,1990.609985
10/06/2004,1999.869995
14/06/2004,1969.98999
15/06/2004,1995.599976
16/06/2004,1998.22998
17/06/2004,1983.670044
18/06/2004,1986.72998
21/06/2004,1974.380005
22/06/2004,1994.150024
23/06/2004,2020.97998
24/06/2004,2015.569946
25/06/2004,2025.469971
28/06/2004,2019.819946
29/06/2004,2034.930054
30/06/2004,2047.790039
01/07/2004,2015.550049
02/07/2004,2006.660034
06/07/2004,1963.430054
07/07/2004,1966.079956
08/07/2004,1935.319946
09/07/2004,1946.329956
12/07/2004,1936.920044
13/07/2004,1931.660034
14/07/2004,1914.880005
15/07/2004,1912.709961
16/07/2004,1883.150024
19/07/2004,1883.829956
20/07/2004,1917.069946
21/07/2004,1874.369995
22/07/2004,1889.060059
23/07/2004,1849.089966
26/07/2004,1839.02002
27/07/2004,1869.099976
28/07/2004,1858.26001
29/07/2004,1881.060059
30/07/2004,1887.359985
02/08/2004,1892.089966
03/08/2004,1859.420044
04/08/2004,1855.060059
05/08/2004,1821.630005
06/08/2004,1776.890015
09/08/2004,1774.640015
10/08/2004,1808.699951
11/08/2004,1782.420044
12/08/2004,1752.48999
13/08/2004,1757.219971
16/08/2004,1782.839966
17/08/2004,1795.25
18/08/2004,1831.369995
19/08/2004,1819.890015
20/08/2004,1838.02002
23/08/2004,1838.699951
24/08/2004,1836.890015
25/08/2004,1860.719971
26/08/2004,1852.920044
27/08/2004,1862.089966
30/08/2004,1836.48999
31/08/2004,1838.099976
01/09/2004,1850.410034
02/09/2004,1873.430054
03/09/2004,1844.47998
07/09/2004,1858.560059
08/09/2004,1850.640015
09/09/2004,1869.650024
10/09/2004,1894.310059
13/09/2004,1910.380005
14/09/2004,1915.400024
15/09/2004,1896.52002
16/09/2004,1904.079956
17/09/2004,1910.089966
20/09/2004,1908.069946
21/09/2004,1921.180054
22/09/2004,1885.709961
23/09/2004,1886.430054
24/09/2004,1879.47998
27/09/2004,1859.880005
28/09/2004,1869.869995
29/09/2004,1893.939941
30/09/2004,1896.839966
01/10/2004,1942.199951
04/10/2004,1952.400024
05/10/2004,1955.5
06/10/2004,1971.030029
07/10/2004,1948.52002
08/10/2004,1919.969971
11/10/2004,1928.76001
12/10/2004,1925.170044
13/10/2004,1920.530029
14/10/2004,1903.02002
15/10/2004,1911.5
18/10/2004,1936.52002
19/10/2004,1922.900024
20/10/2004,1932.969971
21/10/2004,1953.619995
22/10/2004,1915.140015
25/10/2004,1914.040039
26/10/2004,1928.790039
27/10/2004,1969.98999
28/10/2004,1975.73999
29/10/2004,1974.98999
01/11/2004,1979.869995
02/11/2004,1984.790039
03/11/2004,2004.329956
04/11/2004,2023.630005
05/11/2004,2038.939941
08/11/2004,2039.25
09/11/2004,2043.329956
10/11/2004,2034.560059
11/11/2004,2061.27002
12/11/2004,2085.340088
15/11/2004,2094.090088
16/11/2004,2078.620117
17/11/2004,2099.679932
18/11/2004,2104.280029
19/11/2004,2070.629883
22/11/2004,2085.189941
23/11/2004,2084.280029
24/11/2004,2102.540039
26/11/2004,2101.969971
29/11/2004,2106.870117
30/11/2004,2096.810059
01/12/2004,2138.22998
02/12/2004,2143.570068
03/12/2004,2147.959961
06/12/2004,2151.25
07/12/2004,2114.659912
08/12/2004,2126.110107
09/12/2004,2129.01001
10/12/2004,2128.070068
13/12/2004,2148.5
14/12/2004,2159.840088
15/12/2004,2162.550049
16/12/2004,2146.149902
17/12/2004,2135.199951
20/12/2004,2127.850098
21/12/2004,2150.909912
22/12/2004,2157.030029
23/12/2004,2160.620117
27/12/2004,2154.219971
28/12/2004,2177.189941
29/12/2004,2177
30/12/2004,2178.340088
31/12/2004,2175.439941
03/01/2005,2152.149902
04/01/2005,2107.860107
05/01/2005,2091.23999
06/01/2005,2090
07/01/2005,2088.610107
10/01/2005,2097.040039
11/01/2005,2079.620117
12/01/2005,2092.530029
13/01/2005,2070.560059
14/01/2005,2087.909912
18/01/2005,2106.040039
19/01/2005,2073.590088
20/01/2005,2045.880005
21/01/2005,2034.27002
24/01/2005,2008.699951
25/01/2005,2019.949951
26/01/2005,2046.089966
27/01/2005,2047.150024
28/01/2005,2035.829956
31/01/2005,2062.409912
01/02/2005,2068.699951
02/02/2005,2075.060059
03/02/2005,2057.639893
04/02/2005,2086.659912
07/02/2005,2082.030029
08/02/2005,2086.679932
09/02/2005,2052.550049
10/02/2005,2053.100098
11/02/2005,2076.659912
14/02/2005,2082.909912
15/02/2005,2089.209961
16/02/2005,2087.429932
17/02/2005,2061.340088
18/02/2005,2058.620117
22/02/2005,2030.319946
23/02/2005,2031.25
24/02/2005,2051.699951
25/02/2005,2065.399902
28/02/2005,2051.719971
01/03/2005,2071.25
02/03/2005,2067.5
03/03/2005,2058.399902
04/03/2005,2070.610107
07/03/2005,2090.209961
08/03/2005,2073.550049
09/03/2005,2061.290039
10/03/2005,2059.719971
11/03/2005,2041.599976
14/03/2005,2051.040039
15/03/2005,2034.97998
16/03/2005,2015.75
17/03/2005,2016.420044
18/03/2005,2007.790039
21/03/2005,2007.51001
22/03/2005,1989.339966
23/03/2005,1990.219971
24/03/2005,1991.060059
28/03/2005,1992.52002
29/03/2005,1973.880005
30/03/2005,2005.670044
31/03/2005,1999.22998
01/04/2005,1984.810059
04/04/2005,1991.069946
05/04/2005,1999.319946
06/04/2005,1999.140015
07/04/2005,2018.790039
08/04/2005,1999.349976
11/04/2005,1992.119995
12/04/2005,2005.400024
13/04/2005,1974.369995
14/04/2005,1946.709961
15/04/2005,1908.150024
18/04/2005,1912.920044
19/04/2005,1932.359985
20/04/2005,1913.76001
21/04/2005,1962.410034
22/04/2005,1932.189941
25/04/2005,1950.780029
26/04/2005,1927.439941
27/04/2005,1930.430054
28/04/2005,1904.180054
29/04/2005,1921.650024
02/05/2005,1928.650024
03/05/2005,1933.069946
04/05/2005,1962.22998
05/05/2005,1961.800049
06/05/2005,1967.349976
09/05/2005,1979.670044
10/05/2005,1962.77002
11/05/2005,1971.550049
12/05/2005,1963.880005
13/05/2005,1976.780029
16/05/2005,1994.430054
17/05/2005,2004.150024
18/05/2005,2030.650024
19/05/2005,2042.579956
20/05/2005,2046.420044
23/05/2005,2056.649902
24/05/2005,2061.620117
25/05/2005,2050.120117
26/05/2005,2071.23999
27/05/2005,2075.72998
31/05/2005,2068.219971
01/06/2005,2087.860107
02/06/2005,2097.800049
03/06/2005,2071.429932
06/06/2005,2075.76001
07/06/2005,2067.159912
08/06/2005,2060.179932
09/06/2005,2076.909912
10/06/2005,2063
13/06/2005,2068.959961
14/06/2005,2069.040039
15/06/2005,2074.919922
16/06/2005,2089.149902
17/06/2005,2090.110107
20/06/2005,2088.129883
21/06/2005,2091.070068
22/06/2005,2092.030029
23/06/2005,2070.659912
24/06/2005,2053.27002
27/06/2005,2045.199951
28/06/2005,2069.889893
29/06/2005,2068.889893
30/06/2005,2056.959961
01/07/2005,2057.370117
05/07/2005,2078.75
06/07/2005,2068.649902
07/07/2005,2075.659912
08/07/2005,2112.879883
11/07/2005,2135.429932
12/07/2005,2143.149902
13/07/2005,2144.110107
14/07/2005,2152.820068
15/07/2005,2156.780029
18/07/2005,2144.870117
19/07/2005,2173.179932
20/07/2005,2188.570068
21/07/2005,2178.600098
22/07/2005,2179.73999
25/07/2005,2166.73999
26/07/2005,2175.98999
27/07/2005,2186.219971
28/07/2005,2198.439941
29/07/2005,2184.830078
01/08/2005,2195.379883
02/08/2005,2218.149902
03/08/2005,2216.810059
04/08/2005,2191.320068
05/08/2005,2177.909912
08/08/2005,2164.389893
09/08/2005,2174.189941
10/08/2005,2157.810059
11/08/2005,2174.550049
12/08/2005,2156.899902
15/08/2005,2167.040039
16/08/2005,2137.060059
17/08/2005,2145.149902
18/08/2005,2136.080078
19/08/2005,2135.560059
22/08/2005,2141.409912
23/08/2005,2137.25
24/08/2005,2128.909912
25/08/2005,2134.370117
26/08/2005,2120.77002
29/08/2005,2137.649902
30/08/2005,2129.76001
31/08/2005,2152.090088
01/09/2005,2147.899902
02/09/2005,2141.070068
06/09/2005,2166.860107
07/09/2005,2172.030029
08/09/2005,2166.030029
09/09/2005,2175.51001
12/09/2005,2182.830078
13/09/2005,2171.75
14/09/2005,2149.330078
15/09/2005,2146.149902
16/09/2005,2160.350098
19/09/2005,2145.26001
20/09/2005,2131.330078
21/09/2005,2106.639893
22/09/2005,2110.780029
23/09/2005,2116.840088
26/09/2005,2121.459961
27/09/2005,2116.419922
28/09/2005,2115.399902
29/09/2005,2141.219971
30/09/2005,2151.689941
03/10/2005,2155.429932
04/10/2005,2139.360107
05/10/2005,2103.02002
06/10/2005,2084.080078
07/10/2005,2090.350098
10/10/2005,2078.919922
11/10/2005,2061.090088
12/10/2005,2037.469971
13/10/2005,2047.219971
14/10/2005,2064.830078
17/10/2005,2070.300049
18/10/2005,2056
19/10/2005,2091.23999
20/10/2005,2068.110107
21/10/2005,2082.209961
24/10/2005,2115.830078
25/10/2005,2109.449951
26/10/2005,2100.050049
27/10/2005,2063.810059
28/10/2005,2089.879883
31/10/2005,2120.300049
01/11/2005,2114.050049
02/11/2005,2144.310059
03/11/2005,2160.219971
04/11/2005,2169.429932
07/11/2005,2178.23999
08/11/2005,2172.070068
09/11/2005,2175.810059
10/11/2005,2196.679932
11/11/2005,2202.469971
14/11/2005,2200.949951
15/11/2005,2186.73999
16/11/2005,2187.929932
17/11/2005,2220.459961
18/11/2005,2227.070068
21/11/2005,2241.669922
22/11/2005,2253.560059
23/11/2005,2259.97998
25/11/2005,2263.01001
28/11/2005,2239.370117
29/11/2005,2232.709961
30/11/2005,2232.820068
01/12/2005,2267.169922
02/12/2005,2273.370117
05/12/2005,2257.639893
06/12/2005,2260.76001
07/12/2005,2252.01001
08/12/2005,2246.459961
09/12/2005,2256.72998
12/12/2005,2260.949951
13/12/2005,2265
14/12/2005,2262.590088
15/12/2005,2260.629883
16/12/2005,2252.47998
19/12/2005,2222.73999
20/12/2005,2222.419922
21/12/2005,2231.659912
22/12/2005,2246.48999
23/12/2005,2249.419922
27/12/2005,2226.889893
28/12/2005,2228.939941
29/12/2005,2218.159912
30/12/2005,2205.320068
03/01/2006,2243.73999
04/01/2006,2263.459961
05/01/2006,2276.870117
06/01/2006,2305.620117
09/01/2006,2318.689941
10/01/2006,2320.320068
11/01/2006,2331.360107
12/01/2006,2316.689941
13/01/2006,2317.040039
17/01/2006,2302.689941
18/01/2006,2279.639893
19/01/2006,2301.810059
20/01/2006,2247.699951
23/01/2006,2248.469971
24/01/2006,2265.25
25/01/2006,2260.649902
26/01/2006,2283
27/01/2006,2304.22998
30/01/2006,2306.780029
31/01/2006,2305.820068
01/02/2006,2310.560059
02/02/2006,2281.570068
03/02/2006,2262.580078
06/02/2006,2258.800049
07/02/2006,2244.959961
08/02/2006,2266.97998
09/02/2006,2255.870117
10/02/2006,2261.879883
13/02/2006,2239.810059
14/02/2006,2262.169922
15/02/2006,2276.429932
16/02/2006,2294.629883
17/02/2006,2282.360107
21/02/2006,2262.959961
22/02/2006,2283.169922
23/02/2006,2279.320068
24/02/2006,2287.040039
27/02/2006,2307.179932
28/02/2006,2281.389893
01/03/2006,2314.639893
02/03/2006,2311.110107
03/03/2006,2302.600098
06/03/2006,2286.030029
07/03/2006,2268.379883
08/03/2006,2267.459961
09/03/2006,2249.719971
10/03/2006,2262.040039
13/03/2006,2267.030029
14/03/2006,2295.899902
15/03/2006,2311.840088
16/03/2006,2299.560059
17/03/2006,2306.47998
20/03/2006,2314.110107
21/03/2006,2294.22998
22/03/2006,2303.350098
23/03/2006,2300.149902
24/03/2006,2312.820068
27/03/2006,2315.580078
28/03/2006,2304.459961
29/03/2006,2337.780029
30/03/2006,2340.820068
31/03/2006,2339.790039
03/04/2006,2336.73999
04/04/2006,2345.360107
05/04/2006,2359.75
06/04/2006,2361.169922
07/04/2006,2339.02002
10/04/2006,2333.27002
11/04/2006,2310.350098
12/04/2006,2314.679932
13/04/2006,2326.110107
17/04/2006,2311.159912
18/04/2006,2356.139893
19/04/2006,2370.879883
20/04/2006,2362.550049
21/04/2006,2342.860107
24/04/2006,2333.379883
25/04/2006,2330.300049
26/04/2006,2333.629883
27/04/2006,2344.949951
28/04/2006,2322.570068
01/05/2006,2304.790039
02/05/2006,2309.840088
03/05/2006,2303.969971
04/05/2006,2323.899902
05/05/2006,2342.570068
08/05/2006,2344.98999
09/05/2006,2338.25
10/05/2006,2320.73999
11/05/2006,2272.699951
12/05/2006,2243.780029
15/05/2006,2238.52002
16/05/2006,2229.129883
17/05/2006,2195.800049
18/05/2006,2180.320068
19/05/2006,2193.879883
22/05/2006,2172.860107
23/05/2006,2158.76001
24/05/2006,2169.169922
25/05/2006,2198.23999
26/05/2006,2210.370117
30/05/2006,2164.73999
31/05/2006,2178.879883
01/06/2006,2219.860107
02/06/2006,2219.409912
05/06/2006,2169.620117
06/06/2006,2162.780029
07/06/2006,2151.800049
08/06/2006,2145.320068
09/06/2006,2135.060059
12/06/2006,2091.320068
13/06/2006,2072.469971
14/06/2006,2086
15/06/2006,2144.149902
16/06/2006,2129.949951
19/06/2006,2110.419922
20/06/2006,2107.060059
21/06/2006,2141.199951
22/06/2006,2122.97998
23/06/2006,2121.469971
26/06/2006,2133.669922
27/06/2006,2100.25
28/06/2006,2111.840088
29/06/2006,2174.379883
30/06/2006,2172.090088
03/07/2006,2190.429932
05/07/2006,2153.340088
06/07/2006,2155.090088
07/07/2006,2130.060059
10/07/2006,2116.929932
11/07/2006,2128.860107
12/07/2006,2090.23999
13/07/2006,2054.110107
14/07/2006,2037.349976
17/07/2006,2037.719971
18/07/2006,2043.219971
19/07/2006,2080.709961
20/07/2006,2039.420044
21/07/2006,2020.390015
24/07/2006,2061.840088
25/07/2006,2073.899902
26/07/2006,2070.459961
27/07/2006,2054.469971
28/07/2006,2094.139893
31/07/2006,2091.469971
01/08/2006,2061.98999
02/08/2006,2078.810059
03/08/2006,2092.340088
04/08/2006,2085.050049
07/08/2006,2072.5
08/08/2006,2060.850098
09/08/2006,2060.280029
10/08/2006,2071.73999
11/08/2006,2057.709961
14/08/2006,2069.040039
15/08/2006,2115.01001
16/08/2006,2149.540039
17/08/2006,2157.610107
18/08/2006,2163.949951
21/08/2006,2147.75
22/08/2006,2150.02002
23/08/2006,2134.659912
24/08/2006,2137.110107
25/08/2006,2140.290039
28/08/2006,2160.699951
29/08/2006,2172.300049
30/08/2006,2185.72998
31/08/2006,2183.75
01/09/2006,2193.159912
05/09/2006,2205.699951
06/09/2006,2167.840088
07/09/2006,2155.290039
08/09/2006,2165.790039
11/09/2006,2173.25
12/09/2006,2215.820068
13/09/2006,2227.669922
14/09/2006,2228.72998
15/09/2006,2235.590088
18/09/2006,2235.75
19/09/2006,2222.370117
20/09/2006,2252.889893
21/09/2006,2237.75
22/09/2006,2218.929932
25/09/2006,2249.070068
26/09/2006,2261.340088
27/09/2006,2263.389893
28/09/2006,2270.02002
29/09/2006,2258.429932
02/10/2006,2237.600098
03/10/2006,2243.649902
04/10/2006,2290.949951
05/10/2006,2306.340088
06/10/2006,2299.98999
09/10/2006,2311.77002
10/10/2006,2315.429932
11/10/2006,2308.27002
12/10/2006,2346.179932
13/10/2006,2357.290039
16/10/2006,2363.840088
17/10/2006,2344.949951
18/10/2006,2337.149902
19/10/2006,2340.939941
20/10/2006,2342.300049
23/10/2006,2355.560059
24/10/2006,2344.840088
25/10/2006,2356.590088
26/10/2006,2379.100098
27/10/2006,2350.620117
30/10/2006,2363.77002
31/10/2006,2366.709961
01/11/2006,2334.350098
02/11/2006,2334.02002
03/11/2006,2330.790039
06/11/2006,2365.949951
07/11/2006,2375.879883
08/11/2006,2384.939941
09/11/2006,2376.01001
10/11/2006,2389.719971
13/11/2006,2406.379883
14/11/2006,2430.659912
15/11/2006,2442.75
16/11/2006,2449.060059
17/11/2006,2445.860107
20/11/2006,2452.719971
21/11/2006,2454.840088
22/11/2006,2465.97998
24/11/2006,2460.26001
27/11/2006,2405.919922
28/11/2006,2412.610107
29/11/2006,2432.22998
30/11/2006,2431.77002
01/12/2006,2413.209961
04/12/2006,2448.389893
05/12/2006,2452.379883
06/12/2006,2445.860107
07/12/2006,2427.689941
08/12/2006,2437.360107
11/12/2006,2442.860107
12/12/2006,2431.600098
13/12/2006,2432.409912
14/12/2006,2453.850098
15/12/2006,2457.199951
18/12/2006,2435.570068
19/12/2006,2429.550049
20/12/2006,2427.610107
21/12/2006,2415.850098
22/12/2006,2401.179932
26/12/2006,2413.51001
27/12/2006,2431.219971
28/12/2006,2425.570068
29/12/2006,2415.290039
03/01/2007,2423.159912
04/01/2007,2453.429932
05/01/2007,2434.25
08/01/2007,2438.199951
09/01/2007,2443.830078
10/01/2007,2459.330078
11/01/2007,2484.850098
12/01/2007,2502.820068
16/01/2007,2497.780029
17/01/2007,2479.419922
18/01/2007,2443.209961
19/01/2007,2451.310059
22/01/2007,2431.070068
23/01/2007,2431.409912
24/01/2007,2466.280029
25/01/2007,2434.23999
26/01/2007,2435.48999
29/01/2007,2441.090088
30/01/2007,2448.639893
31/01/2007,2463.929932
